1,2.4414276482197642E8
2,1.610916748587394E8
3,1.2920337016438381E8
4,1.1225490709279834E8
5,4.6140986191682406E7
6,9.489328778417629E7
7,3.5129679254238695E7
8,5.4867850310277134E7
9,3.0779569141873874E7
10,1389131.6647370586
11,1302368.72649953
12,1326595.7206160354
13,1291595.9437130752
14,4.033171742353042E7
15,1195219.0085995807
16,1195851.6196670642
17,1013242.5318251135
18,1120044.5308592406
19,1083504.8033487021
20,923215.0654117719
