PHOTOID, LATITUDE, LONGITUDE, DATETIME
28303268933, 63.095105, 21.612072, None
28301014104, 63.099420, 21.610740, None
28303265563, 63.099420, 21.610740, None
28276302043, 63.100000, 21.600000, None
28590373610, 63.098100, 21.602563, None
28798372101, 63.097411, 21.616417, None
28788862876, 63.100506, 21.626243, None
28554600551, 63.100000, 21.600000, None
28347578750, 63.092067, 21.604065, None
28626150535, 63.096490, 21.614200, None
28619510035, 63.102573, 21.601438, None
28608806715, 63.116700, 21.633300, None
27986990184, 63.101570, 21.616085, None
28603932945, 63.101570, 21.616085, None
28125717750, 63.097865, 21.626586, None
27644165573, 63.092000, 21.625728, None
28132882965, 63.084888, 21.677897, 2016:06:25 12:02:50
28007173681, 63.097059, 21.622123, 2016:06:08 16:06:26
27470706574, 63.097341, 21.622992, 2016:06:08 16:11:03
27649431096, 63.089786, 21.659545, None
27038940114, 63.087902, 21.651971, 2010:07:07 21:44:45
27361340510, 63.116155, 21.595319, 2016:06:13 06:04:53
27565527471, 63.117152, 21.598055, 2016:06:13 05:59:58
27605263516, 63.116169, 21.595174, 2016:06:13 06:05:41
27628020625, 63.113313, 21.605133, 2016:06:12 20:54:14
27583861866, 63.095716, 21.616030, 2016:06:12 06:33:03
27617674575, 63.094930, 21.616344, 2016:06:12 06:30:48
27583806996, 63.093602, 21.614063, 2016:06:12 06:23:21
27544458641, 63.096313, 21.601152, 2016:06:12 06:10:42
27544432571, 63.096313, 21.601152, 2016:06:12 06:09:43
27517959302, 63.099252, 21.601052, 2016:06:12 06:02:57
27583681156, 63.099358, 21.599747, 2016:06:12 05:59:32
27617441245, 63.099358, 21.599747, 2016:06:12 05:58:28
27340011670, 63.104888, 21.603144, 2016:06:12 05:47:24
27544225841, 63.106988, 21.603330, 2016:06:12 06:51:34
26996671574, 63.108119, 21.606300, 2016:06:11 17:36:21
26996265814, 63.101588, 21.603997, 2016:06:11 17:51:35
26940457123, 63.095583, 21.613862, None
26895823543, 63.088368, 21.607489, 2016:06:04 22:17:17
26549264893, 63.088562, 21.609206, None
26913056525, 63.119605, 21.659545, None
26550913652, 63.108887, 21.614280, None
26500377056, 63.093874, 21.593456, None
26166982041, 63.105864, 21.618272, 2014:09:19 16:46:13
26139852812, 63.096040, 21.599872, 2015:10:07 22:05:42
26149707586, 63.098428, 21.599893, None
25531865604, 63.097602, 21.599572, 2016:03:30 17:48:27
26052249461, 63.081336, 21.630880, 2016:03:28 18:54:04
25933853375, 63.093962, 21.594904, None
25876248545, 63.094515, 21.595022, None
25243545694, 63.094515, 21.595022, 2016:03:16 09:43:13
25526588162, 63.101331, 21.603262, None
25607116675, 63.095253, 21.614913, None
25377498002, 63.099418, 21.625728, None
24731934540, 63.099932, 21.622249, None
24975542865, 63.098355, 21.599528, None
24838610502, 63.082511, 21.623690, None
24612406402, 63.094229, 21.600837, None
24596526781, 63.094311, 21.600365, None
24523299232, 63.095510, 21.600955, 2013:10:18 12:19:09
23812533493, 63.100000, 21.600000, None
24142700450, 63.108300, 21.616040, None
23941195511, 63.118914, 21.688942, None
23981173695, 63.103457, 21.626586, None
23027767134, 63.093719, 21.593735, None
22839815843, 63.093942, 21.596310, None
23369331075, 63.119605, 21.599121, None
23206936001, 63.082725, 21.638646, 2015:08:15 18:30:00
22244795934, 63.091199, 21.613122, None
22411245535, 63.096389, 21.601374, None
22375719641, 63.097972, 21.599249, None
22336038345, 63.093719, 21.594529, None
22142436680, 63.093748, 21.599786, None
21535063853, 63.094209, 21.620814, 2015:10:12 10:18:49
22094766025, 63.086814, 21.619259, 2015:06:21 17:24:09
21839870086, 63.107872, 21.609344, 2014:12:17 13:18:21
21678177348, 63.107661, 21.609986, 2014:12:17 13:16:30
21244956013, 63.107680, 21.609850, 2014:12:17 13:15:48
21875632241, 63.107105, 21.610536, 2014:12:17 12:47:39
21679128909, 63.104825, 21.616072, 2014:12:17 12:37:25
21854083232, 63.116219, 21.611652, 2014:12:17 08:23:18
21677944450, 63.095805, 21.614925, 2014:12:16 19:57:44
21677942320, 63.095750, 21.615600, 2014:12:16 18:37:12
21243237704, 63.095750, 21.615600, 2014:12:16 18:35:52
21854070122, 63.095750, 21.615600, 2014:12:16 18:35:17
21243234234, 63.095244, 21.612166, 2014:12:13 17:28:41
21243232394, 63.095138, 21.612191, 2014:12:13 17:20:05
21875600671, 63.095244, 21.612166, 2014:12:13 17:17:06
21679103719, 63.094855, 21.611591, 2014:12:13 16:52:13
21677705820, 63.102672, 21.646672, 2014:11:21 09:28:23
21677703710, 63.089019, 21.603497, 2014:11:21 07:10:09
21865739555, 63.112400, 21.609194, 2014:11:05 17:08:56
21875360391, 63.109961, 21.607469, 2014:11:05 17:04:57
21839582356, 63.106336, 21.603808, 2014:11:05 16:56:26
21865734105, 63.098550, 21.599625, 2014:11:05 16:44:46
21244675173, 63.096894, 21.599744, 2014:11:05 16:43:11
21865730525, 63.094016, 21.600172, 2014:11:05 16:37:31
21242978884, 63.092961, 21.597480, 2014:11:05 16:31:50
21865726935, 63.092427, 21.603819, 2014:11:05 16:24:34
21839571826, 63.090452, 21.606675, 2014:11:05 16:14:42
21677884968, 63.090913, 21.613069, 2014:11:05 16:09:16
21865722245, 63.091505, 21.613088, 2014:11:05 16:06:54
21678845069, 63.118538, 21.603927, 2014:10:24 11:13:42
21242958774, 63.098180, 21.599744, 2014:10:16 18:50:17
21853789232, 63.107858, 21.609452, 2014:10:13 15:23:47
21244527123, 63.099530, 21.601105, 2014:10:02 20:01:59
21244525463, 63.098827, 21.611427, 2014:10:02 19:01:31
21677741798, 63.097827, 21.605355, 2014:10:02 18:56:33
21875198001, 63.104647, 21.594624, 2014:10:02 17:32:33
21865573495, 63.099544, 21.615791, 2014:09:29 15:19:11
21242820934, 63.096505, 21.616672, 2014:09:29 15:14:07
21678681959, 63.099811, 21.601761, 2014:09:14 16:00:06
21853584922, 63.116225, 21.611769, 2014:09:11 06:52:28
21865494965, 63.102933, 21.592491, 2014:09:08 10:07:58
21875081341, 63.111780, 21.607938, 2014:09:04 14:49:50
21244383373, 63.095350, 21.596019, 2014:08:31 12:42:54
21244378353, 63.096075, 21.603800, 2014:08:31 12:32:41
21242677244, 63.104583, 21.600569, 2014:08:31 10:40:26
21875047581, 63.096069, 21.615686, 2014:08:31 10:01:00
21865421235, 63.093900, 21.601975, 2014:08:31 09:10:35
21875034611, 63.093783, 21.595108, 2014:08:30 19:41:08
21379819395, 63.107446, 21.610043, 2015:09:13 13:35:05
21151930182, 63.082166, 21.641166, None
20304655823, 63.090835, 21.610622, None
20713809918, 63.094527, 21.600755, None
20255973194, 63.097294, 21.599549, None
20469988318, 63.098100, 21.602563, None
19731527413, 63.096333, 21.613848, None
37240253965, 61.685602, 27.246322, 2016:08:08 17:06:59
34941920530, 61.674780, 27.269439, 2017:06:10 13:18:37
34405471353, 61.693236, 27.274552, 2013:12:27 17:57:41
33010544130, 61.687755, 27.273108, None
30299935740, 61.676013, 27.284094, 2016:10:01 11:31:45
30412168816, 61.676400, 27.283955, 2016:10:01 11:25:36
