termPHOTOID, LATITUDE, LONGITUDE, DATETIME
37015164691, 60.188030, 24.962997, 2017:08:30 13:37:26
37015073331, 60.188324, 24.963394, 2017:08:30 13:44:11
36317668254, 66.504912, 25.727491, 2017:08:19 13:11:13
36982623962, 66.504912, 25.727491, 2013:03:21 12:08:07
36964508516, 66.504912, 25.727491, 2013:03:21 12:07:40
36317651864, 66.544779, 25.851087, 2013:03:20 14:42:13
36982613022, 66.544779, 25.851087, 2013:03:20 14:27:57
36756380940, 66.544779, 25.851087, 2013:03:20 14:28:46
36982439482, 60.232613, 24.872900, 2017:09:09 12:40:47
36316587034, 60.421712, 22.654151, 2017:09:02 19:48:34
36337650593, 65.501251, 28.539036, 2017:06:29 23:25:08
36315324384, 65.501251, 28.539036, 2017:06:30 00:04:57
36960468336, 62.906586, 27.658613, None
36977161352, 63.835359, 23.128237, 2017:09:07 14:52:00
37006240561, 62.965427, 23.003750, 2017:09:06 17:36:51
36977002992, 63.835359, 23.128237, 2017:09:07 14:25:52
37000706332, 62.249150, 25.733594, 2017:09:09 15:19:22
36335744134, 62.249150, 25.733594, 2017:09:09 15:19:25
37000701342, 62.249202, 25.733641, 2017:09:09 15:21:42
37000698922, 62.249202, 25.733641, 2017:09:09 15:22:02
37000693012, 62.249202, 25.733641, 2017:09:09 15:22:04
36774675060, 62.249202, 25.733641, 2017:09:09 15:22:05
36774673820, 62.249202, 25.733641, 2017:09:09 15:22:09
36982757916, 62.248941, 25.733469, 2017:09:09 15:24:27
37172318635, 62.248819, 25.733880, 2017:09:09 15:35:35
36982658726, 62.249205, 25.733786, 2017:09:09 15:44:01
37172277135, 62.249205, 25.733786, 2017:09:09 15:44:01
37172275285, 62.249222, 25.733822, 2017:09:09 16:10:09
37172263955, 62.249158, 25.733755, 2017:09:09 16:11:39
36335588324, 62.249197, 25.733763, 2017:09:09 16:12:10
37030104691, 62.249122, 25.733944, 2017:09:09 16:13:35
36335560044, 62.249141, 25.733663, 2017:09:09 16:19:17
36988555382, 61.890754, 23.008310, 2017:09:09 18:32:39
36345994613, 61.890658, 23.008375, 2017:09:09 18:34:05
36317681694, 66.504912, 25.727491, 2017:08:19 13:20:39
36964542736, 66.504912, 25.727491, 2017:08:19 13:17:18
36964539226, 66.504912, 25.727491, 2017:08:19 13:16:49
36317671164, 66.504912, 25.727491, 2017:08:19 13:11:59
36982630752, 66.504912, 25.727491, 2017:08:19 13:09:34
36982627402, 66.504912, 25.727491, 2017:08:19 13:09:27
36964480026, 66.504912, 25.727491, 2017:08:19 13:22:38
36311813714, 63.835605, 23.127121, 2017:09:07 14:22:34
37005561481, 63.835605, 23.127121, 2017:09:07 14:21:51
36976352202, 63.835359, 23.128237, 2017:09:07 14:09:34
36311371404, 62.906541, 27.658408, None
37147346275, 63.835359, 23.128237, 2017:09:07 13:58:41
37004770551, 63.835359, 23.128237, 2017:09:07 13:58:55
36975434262, 63.835359, 23.128237, 2017:09:07 13:58:36
36332557163, 61.058738, 28.187030, 2017:09:08 20:33:01
36957518456, 61.058563, 28.187225, 2017:09:08 20:13:41
36957430976, 63.835200, 23.127250, 2017:09:07 13:54:03
36957101916, 63.835200, 23.127250, 2017:09:07 13:52:18
36309761704, 61.051897, 28.127900, 2017:09:10 14:04:15
37146086405, 61.052141, 28.129147, 2017:09:10 14:01:59
36974562812, 61.051711, 28.126922, 2017:09:10 14:08:14
36957044986, 61.051849, 28.128344, 2017:09:10 14:02:49
36748147830, 67.797938, 24.797677, 2017:09:10 10:00:24
36974483422, 60.171120, 24.961431, 2010:11:07 09:36:35
37145939215, 61.054308, 28.131466, 2017:09:10 12:56:59
36309564934, 63.835200, 23.127250, 2017:09:07 13:51:12
37145430455, 60.292767, 24.572639, 2015:10:16 11:38:51
37145363605, 60.154311, 24.936904, 2017:08:10 05:11:20
36973558992, 60.164988, 24.970464, 2010:11:05 11:59:11
36956033576, 61.426911, 26.453688, 2017:09:10 14:34:49
37144409365, 65.126861, 25.261613, 2017:09:10 14:28:14
36746640110, 65.126861, 25.261613, 2017:09:10 14:27:51
36746634840, 65.126555, 25.260077, 2017:09:08 19:33:37
36308041814, 65.126555, 25.260077, 2017:09:08 19:33:24
37142907975, 60.187857, 24.884676, None
37142299955, 60.179596, 24.921401, None
36744654310, 64.683280, 24.479598, 2017:09:07 10:24:52
36328375993, 64.683005, 24.481916, 2017:09:07 10:08:31
36970767672, 64.683005, 24.481916, 2017:09:07 10:07:46
37141871215, 64.683280, 24.479598, 2017:09:07 09:50:35
36952542796, 64.683372, 24.482817, 2017:09:07 09:42:00
36305202904, 61.496358, 23.731906, None
36952307796, 60.172552, 24.925599, None
36743473090, 64.683005, 24.481916, 2017:09:07 08:53:29
37140976755, 68.901197, 27.062115, 2015:09:28 16:03:14
36743260340, 68.901197, 27.059926, 2015:09:28 16:08:32
36969661252, 68.901181, 27.059540, 2015:09:28 16:27:51
36327173083, 60.168316, 24.931797, 2017:08:30 12:18:38
36998520101, 60.187790, 24.961634, 2017:08:30 12:51:57
36326910303, 68.903618, 27.032933, 2015:09:28 14:58:11
36969260192, 68.903541, 27.033104, 2015:09:28 16:30:47
36304348024, 68.906364, 27.024199, 2015:09:27 16:33:17
37140566605, 68.906344, 27.024371, 2015:09:27 16:33:54
36969175412, 64.683005, 24.481916, 2017:09:07 08:50:56
36969112492, 68.906414, 27.018728, 2015:09:27 16:26:48
36304182244, 68.909927, 27.013417, 2015:09:27 15:56:46
36969035282, 68.910252, 27.012634, 2015:09:27 16:17:49
37140379135, 64.683372, 24.482817, 2017:09:07 08:47:51
36742471390, 64.683005, 24.481916, 2017:09:07 08:11:25
36303990104, 64.683005, 24.481916, 2017:09:07 08:01:39
36951081026, 68.907020, 27.025648, 2015:09:27 15:34:39
36968764842, 68.907059, 27.017998, 2015:09:27 15:42:20
36951046566, 68.908240, 27.019350, 2015:09:27 15:45:47
36303779274, 68.909962, 27.013792, 2015:09:27 15:57:56
36742123960, 68.904819, 27.031130, 2015:09:27 15:22:48
37139880645, 68.906337, 27.027193, 2015:09:27 15:31:04
36303458964, 64.683005, 24.481916, 2017:09:07 07:58:22
36968426272, 60.175437, 24.932141, 2015:09:26 09:42:53
36741879830, 64.683005, 24.481916, 2017:09:07 07:53:30
37139580245, 64.683005, 24.481916, 2017:09:07 07:53:21
36325643733, 64.683005, 24.481916, 2017:09:07 07:53:05
36302997744, 64.683005, 24.481916, 2017:09:07 07:47:15
37139251405, 64.683005, 24.481916, 2017:09:07 07:46:06
36950072896, 63.109591, 21.586225, None
36967739112, 64.683005, 24.481916, 2017:09:07 07:44:58
36967561982, 64.683005, 24.481916, 2017:09:07 07:40:54
37138788975, 62.236813, 25.979286, 2017:09:03 05:55:19
36995741101, 61.613330, 21.507947, 2017:09:09 11:20:02
36995738081, 61.594669, 21.462266, 2017:09:09 11:39:23
36995736321, 61.595027, 21.462038, 2017:09:09 11:42:24
36324301853, 61.594708, 21.462263, 2017:09:09 12:01:36
36965874832, 60.172700, 24.939222, 2017:09:04 18:32:14
36323033063, 60.169291, 24.952944, 2017:09:09 19:41:30
36965251172, 60.169402, 24.958758, 2017:09:09 22:05:24
36965249602, 60.169705, 24.951333, 2017:09:09 23:55:49
36300495414, 60.168700, 24.953519, 2017:09:09 18:40:07
37136688555, 60.169533, 24.958783, 2017:09:09 22:06:12
36738901970, 60.168538, 24.953602, 2017:09:09 18:40:12
36738901740, 60.169291, 24.952944, 2017:09:09 19:41:40
36300494974, 60.169291, 24.952944, 2017:09:09 19:41:34
36965247662, 60.169433, 24.958811, 2017:09:09 22:06:22
36994483401, 60.169752, 24.953200, 2017:09:09 21:42:35
36994483561, 60.169750, 24.952938, 2017:09:09 21:42:31
37136432765, 60.439607, 22.276754, 2017:08:01 18:08:53
36738557020, 61.481947, 23.753557, None
36964543662, 60.497092, 26.759347, 2017:08:29 13:18:55
36993765401, 61.954262, 29.743337, 2017:09:02 13:43:20
36297827934, 63.637685, 22.734103, 2017:09:05 02:22:27
36293359184, 60.169383, 24.932850, 2017:09:09 15:08:29
37129312285, 63.116490, 23.048897, None
36987157281, 63.068073, 23.600778, None
36957713912, 60.154156, 24.990634, None
36986767411, 60.154156, 24.990634, None
36986761581, 60.154156, 24.990634, None
36292618924, 60.153638, 24.989089, None
36986849381, 68.750526, 26.412205, 2017:09:06 23:36:16
36957654832, 60.154684, 24.990742, None
36731062480, 60.156809, 25.082237, None
36292246224, 60.154999, 25.082130, None
36731046460, 60.155384, 25.082001, None
36315124073, 60.155309, 25.082645, None
36939370496, 60.155656, 25.082656, None
36985964321, 60.190668, 25.017693, None
37127798565, 61.445532, 24.904986, 2016:06:26 11:34:03
36730338380, 63.515107, 22.526253, None
36985631791, 63.515107, 22.526253, None
37127578395, 63.515107, 22.526253, None
36985358591, 60.180442, 24.947086, None
36938342416, 60.167710, 24.912883, None
36984960481, 62.654239, 29.589378, None
36984959281, 62.652381, 29.585669, None
36729695950, 63.515950, 22.521350, None
37126878275, 63.515950, 22.521350, None
36937476986, 66.771251, 28.756606, 2017:07:26 15:06:20
36936602946, 61.003255, 24.471058, 2017:09:08 16:34:03
36728025990, 60.995820, 25.493667, None
36311675553, 60.273983, 24.937375, 2017:09:09 17:22:15
36982652981, 61.509360, 23.768330, None
36953436962, 60.167686, 24.953675, 2017:09:01 19:57:01
36311026763, 60.177635, 24.922252, None
37124002715, 60.189091, 24.939294, 2017:09:09 14:51:17
36981885851, 66.415614, 26.845436, 2017:09:07 20:10:06
36310923013, 66.415614, 26.845436, 2017:09:07 21:20:17
37123911725, 66.415614, 26.845436, 2017:09:07 23:03:01
36310919293, 66.415614, 26.845436, 2017:09:07 23:29:32
37123908445, 66.415614, 26.845436, 2017:09:07 23:30:48
36287701834, 66.415614, 26.845436, 2017:09:07 23:32:29
36726744620, 66.415614, 26.845436, 2017:09:08 01:09:34
36287699164, 66.415614, 26.845436, 2017:09:08 01:11:31
37123901645, 66.415614, 26.845436, 2017:09:08 01:13:12
36934657736, 60.250119, 25.047712, None
36934651866, 60.250119, 25.047712, None
36934649446, 60.166194, 24.989690, None
36287406514, 60.163333, 24.981279, None
36934643846, 60.156542, 24.933643, None
36981499271, 60.156542, 24.933643, None
36934638256, 60.155859, 24.920339, None
36934635466, 60.158379, 24.895706, None
36310488603, 60.241302, 24.520454, None
36287387634, 60.241302, 24.520454, None
36287381234, 60.170250, 24.896135, None
36287374274, 60.155432, 24.899482, None
36287366434, 60.147016, 24.952783, None
36287360594, 60.157781, 25.004968, None
36981388031, 60.172555, 24.933096, None
37122583985, 60.159833, 24.921772, 2017:09:06 10:14:59
36951845672, 60.331090, 25.601556, 2017:09:09 05:59:19
36980462011, 61.131965, 21.509857, 2017:08:15 10:12:10
36309077143, 60.152031, 24.930542, None
36933154656, 61.131965, 21.509857, 2017:08:15 10:05:16
36309046023, 60.152031, 24.930542, None
36979918031, 60.181774, 24.929927, None
36932915056, 62.254779, 25.714788, 2017:09:02 20:50:55
36932055556, 60.470397, 25.086608, 2017:09:09 15:19:57
36307611603, 60.642033, 23.321205, 2017:08:10 20:44:45
36978224391, 64.683005, 24.481916, 2017:09:07 07:40:35
36284001734, 64.683555, 24.486078, 2017:09:07 07:31:31
36931013036, 60.336671, 22.001109, 2017:09:03 19:45:36
36283846734, 65.131388, 29.795833, 2017:07:08 09:18:24
36930965066, 64.687097, 24.500026, 2017:09:07 06:54:02
36283813014, 60.170266, 24.937916, None
36948809352, 62.895921, 27.581777, 2017:08:11 13:51:43
36948808932, 62.896508, 27.581605, 2017:08:11 13:55:21
36722313870, 64.686620, 24.513587, 2017:09:07 06:49:00
36977524611, 64.686620, 24.513587, 2017:09:07 06:47:24
36283301284, 64.686620, 24.513587, 2017:09:07 06:45:41
36283063294, 61.481136, 21.797971, 2017:09:06 23:49:18
36948198282, 60.144645, 24.657783, None
36305755503, 61.477638, 21.786661, 2017:09:06 18:07:22
37118204585, 61.477280, 21.787240, 2017:09:06 18:05:12
35854088140, 60.893023, 25.455365, 2017:07:27 21:28:12
36721002040, 61.485056, 21.794836, 2017:09:06 17:10:53
36928787396, 61.490310, 21.799836, 2017:09:06 16:10:28
36945227272, 60.199055, 25.178636, 2012:09:09 11:15:03
36279788764, 60.170370, 24.940842, 2017:08:30 12:29:07
36302047393, 61.565936, 29.566869, 2017:09:05 07:15:01
36279355014, 61.565936, 29.566869, 2017:09:05 07:07:33
37110756405, 60.152500, 24.630833, 2017:08:03 20:01:34
36298067013, 60.152500, 24.630833, 2017:08:03 20:00:57
36298066833, 60.152500, 24.630833, 2017:08:03 20:01:46
36297325663, 60.187942, 24.906853, None
36297001403, 61.486326, 21.795480, 2017:09:06 15:15:52
36296725863, 60.182021, 24.914653, 2017:08:28 09:42:34
37109505945, 60.182021, 24.914653, 2017:08:28 09:47:01
36274127044, 60.182021, 24.914653, 2017:08:28 09:47:29
37109502795, 60.167646, 24.953663, 2017:08:28 12:09:50
36274125144, 60.448953, 22.268064, 2017:09:02 14:27:13
36967986311, 60.452382, 22.280123, 2017:09:02 14:48:01
36274122784, 60.452667, 22.260274, 2017:09:02 15:24:19
36713104460, 60.452667, 22.260274, 2017:09:02 15:25:12
36939138622, 60.452667, 22.260274, 2017:09:02 15:27:34
36712990660, 60.167863, 24.962310, 2017:09:04 17:03:47
36712950950, 61.486008, 21.795287, 2017:09:06 15:15:38
36958391456, 63.835359, 23.128237, 2017:09:07 14:09:19
36957043156, 61.051813, 28.127569, 2017:09:10 14:06:18
36974558942, 61.052036, 28.129402, 2017:09:10 13:56:37
36957042926, 61.051711, 28.126922, 2017:09:10 14:08:05
36748243610, 61.052613, 28.131091, 2017:09:10 13:52:07
37146079525, 61.051800, 28.127488, 2017:09:10 14:07:01
36957039746, 61.051813, 28.127669, 2017:09:10 14:05:45
36748147340, 67.801863, 24.808872, 2017:09:10 10:15:23
36331960103, 67.801863, 24.808872, 2017:09:10 10:20:49
37003502511, 67.800636, 24.810130, 2017:09:10 10:49:03
36956969686, 67.800636, 24.810130, 2017:09:10 10:52:01
36974493252, 67.800636, 24.810130, 2017:09:10 10:53:11
36974491492, 67.800636, 24.810130, 2017:09:10 11:14:16
36748143400, 67.800555, 24.810000, 2017:09:10 11:16:12
36309686544, 67.799319, 24.810044, 2017:09:10 11:28:00
37003495661, 67.796005, 24.811352, 2017:09:10 11:35:36
36748140100, 67.796005, 24.811352, 2017:09:10 11:39:59
37003493941, 67.796005, 24.811352, 2017:09:10 11:43:28
36309633634, 61.054297, 28.131477, 2017:09:10 12:57:22
37145936735, 61.055266, 28.133180, 2017:09:10 13:27:48
37003436521, 61.052630, 28.131025, 2017:09:10 13:51:41
36974430862, 61.055400, 28.132752, 2017:09:10 13:26:50
36309631464, 61.055416, 28.132677, 2017:09:10 13:25:52
37003434051, 61.055652, 28.132294, 2017:09:10 13:18:30
36309630024, 61.054286, 28.131469, 2017:09:10 12:59:10
37003431641, 61.058474, 28.107447, 2017:09:08 15:00:49
36956880456, 61.067013, 28.094294, 2017:09:08 14:17:28
36974427282, 61.058536, 28.107391, 2017:09:08 15:00:22
36951824276, 64.683372, 24.482817, 2017:09:07 08:52:23
36998344321, 64.683005, 24.481916, 2017:09:07 08:51:04
37139989845, 68.905252, 27.030444, 2015:09:27 15:20:35
36324305963, 61.594669, 21.462344, 2017:09:09 11:38:53
36947359536, 60.187042, 24.953309, 2016:09:10 22:09:35
36957912022, 63.843430, 23.125613, 2017:07:14 12:02:34
36310927243, 63.043872, 25.818386, 2017:09:06 20:23:33
36935002436, 66.456926, 26.834449, 2017:09:07 16:50:44
36981888291, 66.456926, 26.834449, 2017:09:07 16:54:17
36287696094, 66.356229, 26.822293, 2017:09:08 10:15:59
37118066335, 61.477854, 21.788549, 2017:09:06 17:32:12
36305405353, 61.478991, 21.791188, 2017:09:06 17:21:35
37117569085, 61.485056, 21.794836, 2017:09:06 17:09:40
36720852570, 61.486008, 21.795287, 2017:09:06 17:08:01
36929050316, 61.490310, 21.799836, 2017:09:06 16:51:04
36304763363, 61.490310, 21.799836, 2017:09:06 16:23:09
36973769361, 60.187788, 24.962139, 2017:08:30 13:35:26
36302034223, 61.554429, 29.503204, 2017:09:05 08:18:47
37111828645, 61.490310, 21.799836, 2017:09:06 16:08:13
36298971583, 61.490310, 21.799836, 2017:09:06 16:06:31
36714965550, 61.490310, 21.799836, 2017:09:06 15:54:10
36969886801, 61.490310, 21.799836, 2017:09:06 15:48:30
36940350092, 61.490310, 21.799836, 2017:09:06 15:40:33
36968873711, 61.486326, 21.795480, 2017:09:06 15:16:15
36921733566, 61.486326, 21.795480, 2017:09:06 15:16:06
36274752494, 61.486326, 21.795480, 2017:09:06 15:15:58
37108979535, 61.486367, 21.795480, 2017:09:06 15:11:52
37108823225, 61.486182, 21.795394, 2017:09:06 15:08:11
36712451910, 60.809149, 25.011062, None
36712089290, 61.485527, 21.795093, 2017:09:06 14:58:55
36711923010, 61.485517, 21.795050, 2017:09:06 14:58:52
36937585882, 61.477874, 21.788592, 2017:09:06 12:57:45
36272509404, 60.171169, 24.931524, None
36710918840, 60.211666, 24.954444, 2017:07:16 15:47:26
36294480503, 60.206666, 24.954722, 2017:07:16 15:41:44
36271787804, 61.445419, 24.905211, 2017:07:30 17:21:12
36965095871, 60.174438, 24.932827, 2017:09:06 08:16:00
36270908414, 60.174428, 24.932806, 2017:09:06 08:07:36
36709798810, 60.174417, 24.932849, 2017:09:06 08:02:35
36935192022, 60.186029, 24.919910, None
36917394256, 60.171226, 24.930639, 2017:09:06 07:48:58
37105489155, 60.171130, 24.931690, 2017:09:06 07:48:00
36709270580, 62.000501, 25.675392, None
36270011334, 60.171194, 24.931390, 2017:09:06 07:47:52
36292475523, 60.171087, 24.931561, 2017:09:06 07:46:52
36708859140, 60.170767, 24.931475, 2017:09:06 07:45:11
36963400941, 60.170692, 24.931583, 2017:09:06 07:45:05
36915473226, 62.526296, 21.111651, 2013:08:23 21:13:17
36706489530, 60.743016, 24.767175, 2015:10:25 09:50:08
36706485840, 60.743016, 24.767175, 2015:10:25 09:51:37
36914331546, 60.743016, 24.767175, 2015:10:25 09:52:13
36706482450, 60.743016, 24.767175, 2015:10:25 09:52:30
36706481180, 60.743016, 24.767175, 2015:10:25 09:53:22
36706479980, 60.743016, 24.767175, 2015:10:25 09:53:36
36706476270, 60.743016, 24.767175, 2015:10:25 09:55:03
36289705403, 60.743016, 24.767175, 2015:10:25 09:54:44
36267406104, 60.743016, 24.767175, 2015:10:25 09:55:56
36267403294, 60.743016, 24.767175, 2015:10:25 09:57:18
36267401164, 60.743016, 24.767175, 2015:10:25 09:58:36
36267399404, 60.743016, 24.767175, 2015:10:25 09:59:43
36267397034, 60.743016, 24.767175, 2015:10:25 10:02:36
36961009471, 60.743016, 24.767175, 2015:10:25 10:06:15
36267392864, 60.743016, 24.767175, 2015:10:25 10:06:56
36961001851, 60.743016, 24.767175, 2015:10:25 10:07:31
36267387294, 60.743016, 24.767175, 2015:10:25 10:09:02
36289688923, 60.743016, 24.767175, 2015:10:25 10:09:25
36960995611, 60.743016, 24.767175, 2015:10:25 10:09:58
36289684933, 60.743016, 24.767175, 2015:10:25 10:10:24
36960992391, 60.743016, 24.767175, 2015:10:25 10:11:11
36960988071, 60.743016, 24.767175, 2015:10:25 10:15:46
36932161462, 60.743016, 24.767175, 2015:10:25 10:16:51
36289677613, 60.743016, 24.767175, 2015:10:25 10:17:00
36914284826, 60.743016, 24.767175, 2015:10:25 10:18:20
36706453290, 60.743016, 24.767175, 2015:10:25 10:19:03
36706451770, 60.743016, 24.767175, 2015:10:25 10:19:06
36706450530, 60.743016, 24.767175, 2015:10:25 10:19:11
36914276916, 60.743016, 24.767175, 2015:10:25 10:23:49
36706447490, 60.743016, 24.767175, 2015:10:25 10:26:06
36706444730, 60.743016, 24.767175, 2015:10:25 10:28:17
36706443140, 60.743016, 24.767175, 2015:10:25 10:29:58
36706441790, 60.743016, 24.767175, 2015:10:25 10:31:50
36706438430, 60.743016, 24.767175, 2015:10:25 10:36:32
36932131152, 60.743016, 24.767175, 2015:10:25 10:46:04
36932122462, 60.743016, 24.767175, 2015:10:25 10:47:12
36932118962, 60.743016, 24.767175, 2015:10:25 10:49:00
36932115872, 60.743016, 24.767175, 2015:10:25 10:49:43
36914260906, 60.743016, 24.767175, 2015:10:25 10:50:48
36914259906, 60.743016, 24.767175, 2015:10:25 10:51:11
36914258296, 60.743016, 24.767175, 2015:10:25 10:51:23
36289624733, 60.743016, 24.767175, 2015:10:25 10:52:14
36289619743, 60.743016, 24.767175, 2015:10:25 10:53:59
36289612953, 60.743016, 24.767175, 2015:10:25 10:56:18
36960935101, 60.743016, 24.767175, 2015:10:25 10:59:52
36289608473, 60.743016, 24.767175, 2015:10:25 10:59:56
36914245876, 60.743016, 24.767175, 2015:10:25 11:03:35
36960923071, 60.743016, 24.767175, 2015:10:25 11:04:17
37102532105, 60.743016, 24.767175, 2015:10:25 11:05:14
36932079552, 60.743016, 24.767175, 2015:10:25 11:09:11
36932077382, 60.743016, 24.767175, 2015:10:25 11:10:08
36914241046, 60.743016, 24.767175, 2015:10:25 11:11:03
36914239596, 60.743016, 24.767175, 2015:10:25 11:12:57
36289585133, 60.743016, 24.767175, 2015:10:25 11:17:36
36914234716, 60.743016, 24.767175, 2015:10:25 11:22:58
36914232706, 60.743016, 24.767175, 2015:10:25 11:23:58
36914229806, 60.743016, 24.767175, 2015:10:25 11:24:31
36914227656, 60.743016, 24.767175, 2015:10:25 11:26:03
36289575673, 60.743016, 24.767175, 2015:10:25 11:27:49
36289574033, 60.743016, 24.767175, 2015:10:25 11:28:07
36914206686, 60.743016, 24.767175, 2015:10:25 10:25:07
36914205106, 60.739155, 24.762883, 2015:10:25 11:59:46
36915031716, 60.738838, 24.765436, 2015:10:23 19:42:57
36961789881, 60.739083, 24.767561, 2015:10:23 19:55:24
36915010896, 60.739441, 24.766325, 2015:10:23 20:51:31
36914986846, 60.739122, 24.766116, 2015:10:23 21:11:46
36268085354, 60.742025, 24.769947, 2015:10:23 21:31:34
36932952072, 60.741969, 24.770013, 2015:10:23 21:34:21
37103256875, 60.741936, 24.770047, 2015:10:23 21:34:35
36290443513, 60.318477, 24.968063, 2017:07:15 15:06:15
36932936172, 60.741947, 24.768027, 2015:10:23 21:47:07
36290439933, 60.781022, 24.718980, 2017:07:15 10:53:05
36290438683, 60.742111, 24.769105, 2015:10:23 21:47:28
36707111230, 60.742111, 24.769105, 2015:10:23 21:47:56
36914936986, 60.742111, 24.769105, 2015:10:23 21:48:15
36707086310, 60.742133, 24.769105, 2015:10:23 21:52:05
36932885072, 60.742111, 24.769105, 2015:10:23 21:58:37
36290416903, 60.742194, 24.769397, 2015:10:23 22:01:48
36290408743, 60.742205, 24.769361, 2015:10:23 22:05:16
36290399113, 60.742175, 24.769191, 2015:10:23 22:08:47
36268003724, 60.742175, 24.769191, 2015:10:23 22:09:36
36932847542, 60.742175, 24.769191, 2015:10:23 22:09:57
36290361653, 60.742111, 24.769191, 2015:10:23 22:16:31
37103167375, 60.742133, 24.769405, 2015:10:23 23:22:35
36961595291, 60.742133, 24.769405, 2015:10:23 23:26:35
36932763372, 60.742008, 24.769150, 2015:10:23 23:37:10
36914825686, 60.742008, 24.769150, 2015:10:23 23:40:43
36290321653, 60.742008, 24.769150, 2015:10:23 23:41:16
36932724062, 60.742091, 24.769236, 2015:10:23 23:47:35
36961538901, 60.738544, 24.759877, 2015:10:24 09:06:57
36706953290, 60.738544, 24.759877, 2015:10:24 09:08:06
36706949790, 60.738544, 24.759877, 2015:10:24 09:14:03
36914785086, 60.738544, 24.759877, 2015:10:24 09:14:54
36706939380, 60.738544, 24.759877, 2015:10:24 09:18:41
36267883614, 60.738544, 24.759877, 2015:10:24 09:20:22
36267876784, 60.738544, 24.759877, 2015:10:24 09:24:30
36267875284, 60.738544, 24.759877, 2015:10:24 09:25:05
36290262553, 60.738544, 24.759877, 2015:10:24 09:33:56
36706917890, 60.738566, 24.759877, 2015:10:24 09:58:37
36706915220, 60.738627, 24.759577, 2015:10:24 10:00:36
36706913560, 60.738627, 24.759577, 2015:10:24 10:01:24
37103062025, 60.738627, 24.759577, 2015:10:24 10:02:19
36706907890, 60.738627, 24.759577, 2015:10:24 10:02:28
37103047525, 60.738627, 24.759577, 2015:10:24 10:08:30
36267823744, 60.738627, 24.759577, 2015:10:24 12:14:46
36706881260, 60.742277, 24.767769, 2015:10:24 12:38:47
36932633262, 60.742319, 24.767936, 2015:10:24 12:41:32
36961457251, 60.742344, 24.767988, 2015:10:24 12:42:59
36961454761, 60.742547, 24.768388, 2015:10:24 12:44:53
36961449291, 60.742508, 24.768580, 2015:10:24 12:45:53
37103003275, 60.742888, 24.766230, 2015:10:24 12:53:39
36267789914, 60.742888, 24.766230, 2015:10:24 12:53:54
36961422751, 60.742888, 24.766230, 2015:10:24 12:55:20
36706845750, 60.742888, 24.766230, 2015:10:24 12:56:17
36267781654, 60.742888, 24.766230, 2015:10:24 13:01:06
36290171123, 60.742888, 24.766230, 2015:10:24 13:02:49
36267776624, 60.742888, 24.766230, 2015:10:24 13:03:05
36267772064, 60.742888, 24.766230, 2015:10:24 13:06:55
36914654156, 60.742175, 24.769963, 2015:10:24 13:56:02
36932526682, 60.723605, 24.695933, 2015:10:24 14:48:02
36932508042, 60.723161, 24.697202, 2015:10:24 15:03:57
36961334831, 60.723250, 24.696455, 2015:10:24 15:11:32
36290055753, 60.722630, 24.696444, 2015:10:24 15:18:17
36932482752, 60.723475, 24.697441, 2015:10:24 15:28:36
36932477492, 60.723263, 24.696372, 2015:10:24 15:32:46
37102876845, 60.723275, 24.696302, 2015:10:24 15:33:04
36932470432, 60.741016, 24.768063, 2015:10:24 15:52:14
36932464972, 60.741005, 24.768077, 2015:10:24 15:52:57
36932457822, 60.740958, 24.768094, 2015:10:24 15:55:10
36932445362, 60.740972, 24.768102, 2015:10:24 15:55:52
36914578326, 60.741038, 24.767802, 2015:10:24 18:14:19
36289997623, 60.740980, 24.768047, 2015:10:24 18:21:16
36267649454, 60.741000, 24.767647, 2015:10:24 18:22:23
36932427232, 60.739005, 24.762583, 2015:10:24 20:26:23
36289985143, 60.743161, 24.767261, 2015:10:24 21:14:58
37102840735, 60.743161, 24.767261, 2015:10:24 21:17:48
37102835305, 60.743161, 24.767261, 2015:10:24 21:19:09
37102825075, 60.743161, 24.767261, 2015:10:24 21:24:51
36914529816, 60.743161, 24.767261, 2015:10:24 21:27:03
36289950893, 60.743161, 24.767261, 2015:10:24 21:33:53
36961220011, 60.743161, 24.767261, 2015:10:24 21:45:56
36289935123, 60.743161, 24.767261, 2015:10:24 21:49:11
36961215901, 60.743161, 24.767261, 2015:10:24 21:50:56
36706627850, 60.743161, 24.767261, 2015:10:24 21:51:24
36267594584, 60.743161, 24.767261, 2015:10:24 21:52:29
36706613950, 60.743161, 24.767261, 2015:10:24 22:00:04
36289908803, 60.743161, 24.767261, 2015:10:24 22:02:19
36914500106, 60.743161, 24.767261, 2015:10:24 22:03:47
36961191631, 60.743161, 24.767261, 2015:10:24 22:07:51
36932332262, 60.743161, 24.767261, 2015:10:24 22:13:28
36289883363, 60.743161, 24.767261, 2015:10:24 22:16:39
36289875123, 60.743161, 24.767261, 2015:10:24 22:21:13
36706598760, 60.743161, 24.767261, 2015:10:24 22:24:41
36706597030, 60.743161, 24.767261, 2015:10:24 22:29:10
36706594280, 60.743161, 24.767261, 2015:10:24 22:40:24
37102734175, 60.743161, 24.767261, 2015:10:24 22:41:09
36706585770, 60.743161, 24.767261, 2015:10:24 22:44:03
36961156041, 60.743161, 24.767261, 2015:10:24 22:52:26
36914456436, 60.743161, 24.767261, 2015:10:24 22:55:11
36961138581, 60.743161, 24.767261, 2015:10:24 23:05:43
